,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
165,"RT @AHDB_Scot: Join @SaraPedersen3 and Colin Mason from @SRUC on Thursday to hear their session on how to tackle lameness in dairy herds, m…", join   and colin mason from   on thursday to hear their session on how to tackle lameness in dairy herds  m ,0.0,0.0,positive,0.086,0.81,0.105,0.1027
166,"@globescientist
Sir my name is ch raju iam from hanamakonda
I want start dairy farm i need electricity so I want us… https://t.co/wHzLGE0xuE",  sir my name is ch raju iam from hanamakonda i want start dairy farm i need electricity so i want us   ,0.0,0.0,positive,0.0,0.86,0.14,0.1531
167,@elonmusk If you have guts then buy my milk dairy farm😂😂,  if you have guts then buy my milk dairy farm  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
168,RT @charlot32316872: Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglec…, will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neglec ,-0.125,1.0,negative,0.184,0.717,0.099,-0.4404
169,RT @hobden_hobde: Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglect o…, will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neglect o ,-0.125,1.0,negative,0.292,0.617,0.091,-0.7096
170,@theveganting Because they are racist against vegetables so they get triggered. They also feel jealous they don't e… https://t.co/eKZJDD9mBM,  because they are racist against vegetables so they get triggered  they also feel jealous they don t e   ,0.0,0.0,negative,0.333,0.667,0.0,-0.7906
171,"From getting fresh milk from our farm to pure and delicious ghee to your kitchen.

Reach out to us
📲+91-1681-237550… https://t.co/XxGOULZaAm",from getting fresh milk from our farm to pure and delicious ghee to your kitchen   reach out to us   91 1681 237550   ,0.5047619047619047,0.6666666666666666,positive,0.0,0.728,0.272,0.7269
172,"RT @AfricanGrowers: This cow produces 40 - 45litres per day. Start your farm with a good story lines.

Tag a friend. #dairy #milk #cashcow…", this cow produces 40   45litres per day  start your farm with a good story lines   tag a friend   dairy  milk  cashcow ,0.2833333333333333,0.38333333333333336,positive,0.0,0.736,0.264,0.7269
173,"RT @Senthil_151078: Kissan Credit Card (KCC) for all farmers
.
KCC will also be given to dairy and fish farm farmers.

Bank loan up to 2 la…", kissan credit card  kcc  for all farmers   kcc will also be given to dairy and fish farm farmers   bank loan up to 2 la ,0.0,0.0,positive,0.0,0.894,0.106,0.3818
174,"RT @nowthisnews: Jo-Anne McArthur documented conditions at this dairy farm in Vermont, noting that cows were chained up ‘from November unti…", jo anne mcarthur documented conditions at this dairy farm in vermont  noting that cows were chained up  from november unti ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
175,@MaybeThatTommy Pretty obvious growing up on dairy &amp; beef farm where it came from. Still remember the chicken runni… https://t.co/PItvE7vyF6,  pretty obvious growing up on dairy  amp  beef farm where it came from  still remember the chicken runni   ,-0.11666666666666665,0.8166666666666668,positive,0.0,0.766,0.234,0.5994
176,"Roundup of gardening news for April 28, 2022 - Farm and Dairy https://t.co/VAHAlzzX5y",roundup of gardening news for april 28  2022   farm and dairy  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
177,RT @garylfrancione: People are more likely to embrace veganism if they agree that there’s something serious and important at stake. And as…, people are more likely to embrace veganism if they agree that there s something serious and important at stake  and as ,0.14166666666666666,0.7916666666666666,positive,0.054,0.662,0.284,0.6771
178,@clpolk I get this. I spent enough time on a farm as a kid to have a very good idea where my meat comes from. Grant… https://t.co/dESSrsGSHw,  i get this  i spent enough time on a farm as a kid to have a very good idea where my meat comes from  grant   ,0.26999999999999996,0.46,positive,0.0,0.76,0.24,0.6901
179,"@DebraLindh Being lactose intolerant, I regret not being able to share in the joy of anything called 'clotted cream… https://t.co/G22VRMTt8t",  being lactose intolerant  i regret not being able to share in the joy of anything called  clotted cream   ,0.65,0.4125,positive,0.123,0.614,0.263,0.4939
180,A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl… https://t.co/TDCVBtFxAN,a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
181,Investigation: Violence and Neglect Filmed On UK Dairy Farm https://t.co/jffIj88d4L,investigation  violence and neglect filmed on uk dairy farm  ,0.0,0.0,negative,0.504,0.496,0.0,-0.7964
182,"RT @Itsmytirupati: 🐘❤️

📍SV Dairy Farm 

Credits: @leisure_workss 

#tirupati #tirumala #tirupathi #itsmytirupati #elephant #elephants #ele…",       sv dairy farm   credits    workss    tirupati  tirumala  tirupathi  itsmytirupati  elephant  elephants  ele ,0.0,0.0,positive,0.0,0.815,0.185,0.3612
183,"RT @kiteconsulting: Approx 130 Derby, Ashbourne &amp; Belper @NFYFC #YoungFarmers visited our client Adam &amp; @jo_sills Sills this evening

🐄 Gre…", approx 130 derby  ashbourne  amp  belper    youngfarmers visited our client adam  amp    sills sills this evening    gre ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
184,"@farmernewt Sorry for your loss. I grew up on a dairy farm with lots of animals. That lesson is hard, especially wh… https://t.co/fN9o3e4EnH",  sorry for your loss  i grew up on a dairy farm with lots of animals  that lesson is hard  especially wh   ,-0.2638888888888889,0.8472222222222222,negative,0.238,0.762,0.0,-0.4588
185,"Obituary News - Emory Seefeldt Death : Emory Roger Seefeldt, a resident of Medina, New York passed away unexpectedl… https://t.co/uUfTE2YpJU",obituary news   emory seefeldt death   emory roger seefeldt  a resident of medina  new york passed away unexpectedl   ,0.13636363636363635,0.45454545454545453,negative,0.206,0.794,0.0,-0.5994
186,"My grandparents had a dairy farm in MN in the 30s, 40s, 50s, 60s ... my cousin took over in the 80s and still tries… https://t.co/U4ShPmuhXl",my grandparents had a dairy farm in mn in the 30s  40s  50s  60s     my cousin took over in the 80s and still tries   ,-0.1,0.4,neutral,0.0,1.0,0.0,0.0
187,"#KinnardFarms

https://t.co/uv2V7lJNly", kinnardfarms   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
188,RT @KasiMcR_Dairy: Question to dairy farmers: what is the number 1 action you’ve taken on farm to counteract rising costs? https://t.co/e7U…, question to dairy farmers  what is the number 1 action you ve taken on farm to counteract rising costs   ,0.1,0.1,positive,0.0,0.929,0.071,0.0772
189,"RT @Dairy_Australia: Starting on 11/5, we’re offering the popular online Our Farm, Our Plan workshops to help Aussie #dairy farmers clarify…", starting on 11 5  we re offering the popular online our farm  our plan workshops to help aussie  dairy farmers clarify ,0.3,0.5,positive,0.0,0.766,0.234,0.6705
190,@TerribleTerry15 I grew up working in my Grandfather's dairy farm until I was 11. I hated cows and the smell of cow… https://t.co/3AB3cio6ZG,  i grew up working in my grandfather s dairy farm until i was 11  i hated cows and the smell of cow   ,-0.5166666666666667,0.4333333333333333,negative,0.198,0.802,0.0,-0.6369
191,"Looks like Im going to get my families inheritance back after 24yrs. Remember what I've been manifesting.
Land for… https://t.co/KrOaRI6QKs",looks like im going to get my families inheritance back after 24yrs  remember what i ve been manifesting  land for   ,0.0,0.0,positive,0.0,0.878,0.122,0.3612
192,RT @Angelheart106: Update: Misha wants to do a future episode of Road food where he goes to a dairy farm and feature homemade ice cream. Du…, update  misha wants to do a future episode of road food where he goes to a dairy farm and feature homemade ice cream  du ,0.1,0.1125,neutral,0.0,1.0,0.0,0.0
193,"@Margoandhow No he is not. A good man . I spent summers on my grandparents’ dairy farm, &amp; although I’m not a farmer… https://t.co/Mr1HxUtPHn",  no he is not  a good man   i spent summers on my grandparents  dairy farm   amp  although i m not a farmer   ,-0.22499999999999998,0.35000000000000003,negative,0.235,0.765,0.0,-0.5583
194,"RT @Itsmytirupati: 🐘❤️

📍SV Dairy Farm 

Credits: @leisure_workss 

#tirupati #tirumala #tirupathi #itsmytirupati #elephant #elephants #ele…",       sv dairy farm   credits    workss    tirupati  tirumala  tirupathi  itsmytirupati  elephant  elephants  ele ,0.0,0.0,positive,0.0,0.815,0.185,0.3612
195,@mominbayarea Working on our family dairy farm. https://t.co/OGni29bbvQ,  working on our family dairy farm   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
196,"RT @stephaniequilao: Lobbying.

Big Meat, Dairy + Ag spend million$ to influence politicians and policies. 

The Farm Bill is corporate wel…", lobbying   big meat  dairy   ag spend million  to influence politicians and policies    the farm bill is corporate wel ,0.0,0.05,negative,0.071,0.929,0.0,-0.0772
197,RT @LisaS33992989: Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglect…, will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neglect ,-0.125,1.0,negative,0.292,0.617,0.091,-0.7096
198,Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neg… https://t.co/9nC2IZmYjM,will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neg   ,-0.125,1.0,negative,0.184,0.717,0.099,-0.4404
199,"So I signed up to get milk from a local dairy farm. They give you a crate of glass milk bottles, and you exchange t… https://t.co/qOIJhBQyVa",so i signed up to get milk from a local dairy farm  they give you a crate of glass milk bottles  and you exchange t   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
200,@PlantBasedNews Barns nowadays are built to maximize cow comfort. You would realize this if you would visit a moder… https://t.co/bhahpeaGWj,  barns nowadays are built to maximize cow comfort  you would realize this if you would visit a moder   ,-0.13333333333333333,0.16666666666666666,positive,0.0,0.865,0.135,0.3612
201,"RT @nowthisnews: Jo-Anne McArthur documented conditions at this dairy farm in Vermont, noting that cows were chained up ‘from November unti…", jo anne mcarthur documented conditions at this dairy farm in vermont  noting that cows were chained up  from november unti ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
202,@Shane72576280 @TBixby1 Diehard if you remember him worked a dairy farm in school for family he loved it. Corporate… https://t.co/uH6lmfzizf,    diehard if you remember him worked a dairy farm in school for family he loved it  corporate   ,0.35,0.4,positive,0.0,0.794,0.206,0.5994
203,"I love drinking milk, so I've always dreamed of owning dairy farm. With the condition of the world now, might as well try it for real.",i love drinking milk  so i ve always dreamed of owning dairy farm  with the condition of the world now  might as well try it for real ,0.35,0.45,positive,0.0,0.785,0.215,0.743
204,A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl… https://t.co/BWuf4lIjyw,a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
205,"RT @nowthisnews: Jo-Anne McArthur documented conditions at this dairy farm in Vermont, noting that cows were chained up ‘from November unti…", jo anne mcarthur documented conditions at this dairy farm in vermont  noting that cows were chained up  from november unti ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
206,RT @pfaff4congress: I was raised on a dairy farm in La Crosse County. Too often our family farmers are overlooked and forgotten. Whether it…, i was raised on a dairy farm in la crosse county  too often our family farmers are overlooked and forgotten  whether it ,0.0,0.0,negative,0.143,0.857,0.0,-0.25
207,"RT @nowthisnews: Jo-Anne McArthur documented conditions at this dairy farm in Vermont, noting that cows were chained up ‘from November unti…", jo anne mcarthur documented conditions at this dairy farm in vermont  noting that cows were chained up  from november unti ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
208,A venture aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step closer to fina… https://t.co/TffyDMJn69,a venture aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step closer to fina   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
209,"@20thgrader @laurenboebert @elonmusk And we got boxes of meat, vegetables, fruits, eggs, grains and dairy products… https://t.co/gbR0n5HZ92",      and we got boxes of meat  vegetables  fruits  eggs  grains and dairy products   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
210,Royal River Natural Foods is the first Maine retailer to officially join the Northeast Organic Family Farm Partners… https://t.co/ETYIiiIxUl,royal river natural foods is the first maine retailer to officially join the northeast organic family farm partners   ,0.175,0.3666666666666667,positive,0.0,0.773,0.227,0.5719
211,RT @pfaff4congress: I was raised on a dairy farm in La Crosse County. Too often our family farmers are overlooked and forgotten. Whether it…, i was raised on a dairy farm in la crosse county  too often our family farmers are overlooked and forgotten  whether it ,0.0,0.0,negative,0.143,0.857,0.0,-0.25
212,"RT @KHONnews: A company in Michigan said they are trying to turn dairy and cattle farm manure into natural gas for vehicle use. #national
h…", a company in michigan said they are trying to turn dairy and cattle farm manure into natural gas for vehicle use   national h ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
213,A company in Michigan said they are trying to turn dairy and cattle farm manure into natural gas for vehicle use.… https://t.co/SVY4pZrwzZ,a company in michigan said they are trying to turn dairy and cattle farm manure into natural gas for vehicle use    ,0.1,0.4,positive,0.0,0.884,0.116,0.3612
214,@farmernewt Visited my friends dairy farm several years ago for Thanksgiving. It was amazing how many dead calves t… https://t.co/322mz9fkBN,  visited my friends dairy farm several years ago for thanksgiving  it was amazing how many dead calves t   ,0.22500000000000003,0.44999999999999996,positive,0.171,0.556,0.274,0.3818
215,A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl… https://t.co/xGeEVWTjCi,a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
216,RT @pfaff4congress: I was raised on a dairy farm in La Crosse County. Too often our family farmers are overlooked and forgotten. Whether it…, i was raised on a dairy farm in la crosse county  too often our family farmers are overlooked and forgotten  whether it ,0.0,0.0,negative,0.143,0.857,0.0,-0.25
217,RT @gardinerdairy: Jake Suren was a participant on the 2021 UDV Gardiner Dairy Foundation study tour of Victoria. The study tour was part o…, jake suren was a participant on the 2021 udv gardiner dairy foundation study tour of victoria  the study tour was part o ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
218,"RT @Dairy_Australia: Starting on 11/5, we’re offering the popular online Our Farm, Our Plan workshops to help Aussie #dairy farmers clarify…", starting on 11 5  we re offering the popular online our farm  our plan workshops to help aussie  dairy farmers clarify ,0.3,0.5,positive,0.0,0.766,0.234,0.6705
219,"RT @Dairy_Australia: Each #dairy farm is different, so Our Farm, Our Plan gives you the 1-on-1 support needed to create a tailored plan for…", each  dairy farm is different  so our farm  our plan gives you the 1 on 1 support needed to create a tailored plan for ,0.0,0.6,positive,0.0,0.798,0.202,0.5859
220,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
221,Alec Mackay believes there is real value in farmers engaging subject specialists outside the current suite of advis… https://t.co/DdWqu9t3qy,alec mackay believes there is real value in farmers engaging subject specialists outside the current suite of advis   ,0.0866666666666667,0.35666666666666663,positive,0.0,0.769,0.231,0.5859
222,A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl… https://t.co/tN8u2lkC1d,a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
223,RT @pfaff4congress: I was raised on a dairy farm in La Crosse County. Too often our family farmers are overlooked and forgotten. Whether it…, i was raised on a dairy farm in la crosse county  too often our family farmers are overlooked and forgotten  whether it ,0.0,0.0,negative,0.143,0.857,0.0,-0.25
224,"@SarahTaber_bww @HerHandsMyHands yeah curious where the milk is produced. Also, wondering if there is a handling or… https://t.co/m6sElguVIr",  bww   yeah curious where the milk is produced  also  wondering if there is a handling or   ,-0.1,1.0,positive,0.0,0.743,0.257,0.5423
225,"RT @nowthisnews: Jo-Anne McArthur documented conditions at this dairy farm in Vermont, noting that cows were chained up ‘from November unti…", jo anne mcarthur documented conditions at this dairy farm in vermont  noting that cows were chained up  from november unti ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
226,My son has interviewed for a dairy farm job. Sounds like it went really well. It’s been a tough job market for scho… https://t.co/EITIp0StFN,my son has interviewed for a dairy farm job  sounds like it went really well  it s been a tough job market for scho   ,-0.09444444444444444,0.5166666666666667,positive,0.061,0.738,0.201,0.5256
227,@RebuildSoCal 🤔..can you bring back my dairy farm job🙏💜💜🤙🤙,     can you bring back my dairy farm job     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
228,"RT @willowdared: @the_shoe_yes My grandmother's parents had a similar arc, sod house, prairie dust storms, dairy farm. My grandfather's dad…",   shoe yes my grandmother s parents had a similar arc  sod house  prairie dust storms  dairy farm  my grandfather s dad ,0.0,0.4,positive,0.0,0.863,0.137,0.4019
229,i could do this at the state fair if i wasnt a coward. i have farm cousins i could hide between the dairy cows,i could do this at the state fair if i wasnt a coward  i have farm cousins i could hide between the dairy cows,0.7,0.9,positive,0.076,0.712,0.213,0.4731
230,RT @pfaff4congress: I was raised on a dairy farm in La Crosse County. Too often our family farmers are overlooked and forgotten. Whether it…, i was raised on a dairy farm in la crosse county  too often our family farmers are overlooked and forgotten  whether it ,0.0,0.0,negative,0.143,0.857,0.0,-0.25
231,@Murray_J_Smythe I saw one in the  Wold as a child many years ago in the creek at.a friends dairy farm at Werrell F… https://t.co/L2rWDLIcHM,  j smythe i saw one in the  wold as a child many years ago in the creek at a friends dairy farm at werrell f   ,0.5,0.5,positive,0.0,0.86,0.14,0.4767
232,"Live the farm-life for a few nights, a weekend or more in a rustic one-bedroom cabin at a working goat dairy farm o… https://t.co/vrSM4h3Vl8",live the farm life for a few nights  a weekend or more in a rustic one bedroom cabin at a working goat dairy farm o   ,0.14545454545454545,0.3666666666666667,neutral,0.0,1.0,0.0,0.0
233,"RT @effectivethics: ""Meat and dairy production are driving the use of these pesticides. One-third of agricultural lands in the US are dedic…",  meat and dairy production are driving the use of these pesticides  one third of agricultural lands in the us are dedic ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
234,RT @pfaff4congress: I was raised on a dairy farm in La Crosse County. Too often our family farmers are overlooked and forgotten. Whether it…, i was raised on a dairy farm in la crosse county  too often our family farmers are overlooked and forgotten  whether it ,0.0,0.0,negative,0.143,0.857,0.0,-0.25
235,RT @pfaff4congress: I was raised on a dairy farm in La Crosse County. Too often our family farmers are overlooked and forgotten. Whether it…, i was raised on a dairy farm in la crosse county  too often our family farmers are overlooked and forgotten  whether it ,0.0,0.0,negative,0.143,0.857,0.0,-0.25
236,I was raised on a dairy farm in La Crosse County. Too often our family farmers are overlooked and forgotten. Whethe… https://t.co/qTRTXGQiBj,i was raised on a dairy farm in la crosse county  too often our family farmers are overlooked and forgotten  whethe   ,0.0,0.0,negative,0.15,0.85,0.0,-0.25
237,A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl… https://t.co/H3UuBlAQgv,a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
238,The recent flare-up about rural farm consolidation reminds me of the time Sonny Perdue came to Wisconsin for a dair… https://t.co/hTME7Dolrz,the recent flare up about rural farm consolidation reminds me of the time sonny perdue came to wisconsin for a dair   ,0.0,0.125,neutral,0.0,1.0,0.0,0.0
239,RT @garylfrancione: People are more likely to embrace veganism if they agree that there’s something serious and important at stake. And as…, people are more likely to embrace veganism if they agree that there s something serious and important at stake  and as ,0.14166666666666666,0.7916666666666666,positive,0.054,0.662,0.284,0.6771
240,"""The dairy industry is investing big in research to meet its carbon neutral goal by 2050, and to get farmers paid f… https://t.co/bToQTQKnHG", the dairy industry is investing big in research to meet its carbon neutral goal by 2050  and to get farmers paid f   ,0.0,0.1,neutral,0.0,1.0,0.0,0.0
241,RT @Ximena_Bustillo: Just now: @RepCarbajal and @RepNewhouse spoke on the Capitol lawn about the need to pass the Farm Work Force Moderniza…, just now    and   spoke on the capitol lawn about the need to pass the farm work force moderniza ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
242,@pissfinger Have a friend that helps her parents dairy farm. They need lots of help. She’s on TikTok.,  have a friend that helps her parents dairy farm  they need lots of help  she s on tiktok ,0.0,0.0,positive,0.0,0.605,0.395,0.8176
243,"RT @john_vanthof: My 2nd Q: @ONenvironment gave the “OK” for a human sewage lagoon to be built on an old #dairy #farm, but nobody seems to…", my 2nd q    gave the  ok  for a human sewage lagoon to be built on an old  dairy  farm  but nobody seems to ,0.15,0.2,positive,0.0,0.926,0.074,0.1531
244,"RT @MrsBorgie: Toured @GESMrsAlvis dairy farm today with my Genetics and Biotech class. Learned all about how the cows are bred, produce mi…", toured   dairy farm today with my genetics and biotech class  learned all about how the cows are bred  produce mi ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
245,Choosing a robotic milking and feeding system was key to Peter Ruiter’s development of a labor-efficient operation.… https://t.co/NIzOYycAYZ,choosing a robotic milking and feeding system was key to peter ruiter s development of a labor efficient operation    ,-0.05,0.6,positive,0.0,0.843,0.157,0.4215
246,"RT @AfricanGrowers: This cow produces 40 - 45litres per day. Start your farm with a good story lines.

Tag a friend. #dairy #milk #cashcow…", this cow produces 40   45litres per day  start your farm with a good story lines   tag a friend   dairy  milk  cashcow ,0.2833333333333333,0.38333333333333336,positive,0.0,0.736,0.264,0.7269
247,"Each #dairy farm is different, so Our Farm, Our Plan gives you the 1-on-1 support needed to create a tailored plan… https://t.co/W3UAGhkbQ4",each  dairy farm is different  so our farm  our plan gives you the 1 on 1 support needed to create a tailored plan   ,0.0,0.6,positive,0.0,0.789,0.211,0.5859
248,A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl… https://t.co/FKTxV0DKmr,a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
249,"RT @john_vanthof: My 2nd Q: @ONenvironment gave the “OK” for a human sewage lagoon to be built on an old #dairy #farm, but nobody seems to…", my 2nd q    gave the  ok  for a human sewage lagoon to be built on an old  dairy  farm  but nobody seems to ,0.15,0.2,positive,0.0,0.926,0.074,0.1531
250,@JoeBangles11 Buy a dairy farm and a cheese factory. 😌,  buy a dairy farm and a cheese factory   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
251,No shortage of jobs to pursue on dairy farms…😉👏👏 @DairyExporterNZ @goaheadfarms @rmcintyre007 @FedFarmers @DairyNZ… https://t.co/MDmwUDVSxm,no shortage of jobs to pursue on dairy farms                 ,0.0,0.0,negative,0.375,0.625,0.0,-0.4939
252,@juliajones110 I had a funny ideaother nigh this coming calving a get myself a super cute fluffy pet beastie calf &amp;… https://t.co/Zw2w2bH0rq,  i had a funny ideaother nigh this coming calving a get myself a super cute fluffy pet beastie calf  amp    ,0.22083333333333333,0.7666666666666666,positive,0.0,0.57,0.43,0.8689
253,"RT @AHDB_Scot: Join @SaraPedersen3 and Colin Mason from @SRUC on Thursday to hear their session on how to tackle lameness in dairy herds, m…", join   and colin mason from   on thursday to hear their session on how to tackle lameness in dairy herds  m ,0.0,0.0,positive,0.086,0.81,0.105,0.1027
254,"Approx 130 Derby, Ashbourne &amp; Belper @NFYFC #YoungFarmers visited our client Adam &amp; @jo_sills Sills this evening

🐄… https://t.co/HB5iWbGQN3",approx 130 derby  ashbourne  amp  belper    youngfarmers visited our client adam  amp    sills sills this evening      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
255,"RT @teagasc: The @TeagascSignpost ran a farm walk recently in conjunction with programme partner @GlanbiaIreland, on the dairy farm of Dona…", the   ran a farm walk recently in conjunction with programme partner    on the dairy farm of dona ,0.0,0.25,neutral,0.0,1.0,0.0,0.0
256,"RT @nowthisnews: Jo-Anne McArthur documented conditions at this dairy farm in Vermont, noting that cows were chained up ‘from November unti…", jo anne mcarthur documented conditions at this dairy farm in vermont  noting that cows were chained up  from november unti ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
257,"New post (Dairy Farm WordPress Themes, 10 Extraordinary Themes for Milk and Cheese Producers in 2021) has been publ… https://t.co/5BnPGx4Mlf",new post  dairy farm wordpress themes  10 extraordinary themes for milk and cheese producers in 2021  has been publ   ,0.23484848484848483,0.7272727272727273,neutral,0.0,1.0,0.0,0.0
258,"My 2nd Q: @ONenvironment gave the “OK” for a human sewage lagoon to be built on an old #dairy #farm, but nobody see… https://t.co/tq0CZW8eEB",my 2nd q    gave the  ok  for a human sewage lagoon to be built on an old  dairy  farm  but nobody see   ,0.15,0.2,positive,0.0,0.922,0.078,0.1531
259,RT @hobden_hobde: Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglect o…, will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neglect o ,-0.125,1.0,negative,0.292,0.617,0.091,-0.7096
260,@butcherfish @BarryLovie1 @Felix93246089 @AmandaLarreni Actually my dad had a dairy farm and growing up he raised a… https://t.co/T9U9VAAozZ,        actually my dad had a dairy farm and growing up he raised a   ,0.0,0.1,positive,0.0,0.855,0.145,0.1779
261,@firstCraigAdams @murduhhshewrote @OatlyUK @NFU_Dairy It’s a farm shed .,        dairy it s a farm shed  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
262,RT @news4buffalo: A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step closer t…, a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step closer t ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
263,"You can read my business case on Net Zero Dairy for @WWFInstitute here:
https://t.co/u7O47SoXBw",you can read my business case on net zero dairy for   here   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
264,"@the_shoe_yes My grandmother's parents had a similar arc, sod house, prairie dust storms, dairy farm. My grandfathe… https://t.co/Y8eUNyTnTu",  shoe yes my grandmother s parents had a similar arc  sod house  prairie dust storms  dairy farm  my grandfathe   ,0.0,0.4,positive,0.0,0.856,0.144,0.4019
265,"@schimmbo Not true. I knew where my bacon, pork chops, ham, and sausage came from. We had hogs on our property unti… https://t.co/C5ARtPxVh1",  not true  i knew where my bacon  pork chops  ham  and sausage came from  we had hogs on our property unti   ,-0.175,0.65,negative,0.109,0.891,0.0,-0.3252
266,A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl… https://t.co/pwOr2xzcjU,a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
267,RT @jazzyntha: Aren’t these creatures just gorgeous? They’re from a dairy farm in Honley. Hoping they have a long life 🥰🐄❤️🐄❤️🐄🥰 https://t.…, aren t these creatures just gorgeous  they re from a dairy farm in honley  hoping they have a long life            ,0.32499999999999996,0.65,positive,0.0,0.688,0.312,0.7783
268,"Here's your fun farm fact for the day. Lancaster County, PA produces a full 8.4% of all milk produced in the shaded… https://t.co/SkuhmIyEeT",here s your fun farm fact for the day  lancaster county  pa produces a full 8 4  of all milk produced in the shaded   ,0.32499999999999996,0.375,positive,0.0,0.852,0.148,0.5106
269,RT @news4buffalo: A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step closer t…, a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step closer t ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
270,A venture in Michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl… https://t.co/BKWS2WZ9EF,a venture in michigan aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step cl   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
271,"Farm operators say the monitoring system will cost tens of thousands of dollars initially, plus the fees indefinite… https://t.co/4y7Peyc26H",farm operators say the monitoring system will cost tens of thousands of dollars initially  plus the fees indefinite   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
