,text,coord,place,hashtags,formatted_text,sentiment,neg,neu,pos,compound
3590,"RT @CadburyIreland: Become a Supporter &amp; a Half of women’s football with Cadbury &amp; @SPARIreland ⚽️

Buy a Cadbury Dairy Milk in participati…",,,nan, Become a Supporter  amp  a Half of women s football with Cadbury  amp        Buy a Cadbury Dairy Milk in participati ,positive,0.0,0.877,0.123,0.2732
3591,"Ireland’s dairy growth threatens farm payments, EU Commission warns - https://t.co/gSPv1Kelql https://t.co/lS2TJJOjfE",,,nan,Ireland s dairy growth threatens farm payments  EU Commission warns      ,negative,0.317,0.476,0.206,-0.1027
3592,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3593,"We’re like the naughty school kids and the EU the headmaster. 

Time to grow up ⁦@McConalogue⁩ 

⁦@agriculture_ie⁩… https://t.co/1Z8Qutifni",,,nan,We re like the naughty school kids and the EU the headmaster    Time to grow up          ie    ,positive,0.0,0.865,0.135,0.3612
3594,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3595,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3596,"RT @AntiDairyMoms: ""Last year, the CEO of Ireland’s Healthy and Safety Authority (HSA), Martin O’Halloran, noted that the national body had…",,,nan,  Last year  the CEO of Ireland s Healthy and Safety Authority  HSA   Martin O Halloran  noted that the national body had ,positive,0.0,0.702,0.298,0.7003
3597,"""Last year, the CEO of Ireland’s Healthy and Safety Authority (HSA), Martin O’Halloran, noted that the national bod… https://t.co/aQAHnUgFEa",,,nan, Last year  the CEO of Ireland s Healthy and Safety Authority  HSA   Martin O Halloran  noted that the national bod   ,positive,0.0,0.688,0.312,0.7003
3598,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3599,RT @HousingFirstIRE: @inbusiness4good @do_kinder @GoogleExpertUK @fleroy1974 @Forbes @ConnectAID_int @HeinzVHoenen @JD_Publishing @ggonzzal…,,,nan,     kinder         int     Publishing   ,positive,0.0,0.385,0.615,0.4939
3600,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3601,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3602,RT @joanburgess1: This is Ireland’s dairy industry disposing of it’s ‘waste’ in the most inhumane manner. #banliveexports # dairy ⁦@McConal…,,,['banliveexports'], This is Ireland s dairy industry disposing of it s  waste  in the most inhumane manner   banliveexports   dairy    ,negative,0.157,0.843,0.0,-0.4215
3603,RT @joanburgess1: This is Ireland’s dairy industry disposing of it’s ‘waste’ in the most inhumane manner. #banliveexports # dairy ⁦@McConal…,,,['banliveexports'], This is Ireland s dairy industry disposing of it s  waste  in the most inhumane manner   banliveexports   dairy    ,negative,0.157,0.843,0.0,-0.4215
3604,RT @joanburgess1: This is Ireland’s dairy industry disposing of it’s ‘waste’ in the most inhumane manner. #banliveexports # dairy ⁦@McConal…,,,['banliveexports'], This is Ireland s dairy industry disposing of it s  waste  in the most inhumane manner   banliveexports   dairy    ,negative,0.157,0.843,0.0,-0.4215
3605,"Did you know? Due to high climatic humidity in the UK &amp; Ireland, signs of heat stress can be seen at temperatures a… https://t.co/zxyLmgwalA",,,nan,Did you know  Due to high climatic humidity in the UK  amp  Ireland  signs of heat stress can be seen at temperatures a   ,negative,0.118,0.882,0.0,-0.4215
3606,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3607,RT @ethicalfarmIE: I've been contacted by a dairy farmer who is trialling a calf at foot system to check the viability. This is potentially…,,,nan, I ve been contacted by a dairy farmer who is trialling a calf at foot system to check the viability  This is potentially ,neutral,0.0,1.0,0.0,0.0
3608,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3609,"Dairy producers Kevin and Steff Jones have benefitted from taking more frequent, higher-quality cuts of grass. They… https://t.co/YORmf9hS1q",,,nan,Dairy producers Kevin and Steff Jones have benefitted from taking more frequent  higher quality cuts of grass  They   ,positive,0.105,0.766,0.129,0.128
3610,RT @ethicalfarmIE: I've been contacted by a dairy farmer who is trialling a calf at foot system to check the viability. This is potentially…,,,nan, I ve been contacted by a dairy farmer who is trialling a calf at foot system to check the viability  This is potentially ,neutral,0.0,1.0,0.0,0.0
3611,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3612,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3613,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3614,"RT @PlantBasedNews: Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan, Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3615,"Danger is reportedly “normalised” on the 140,000 farms in Ireland
https://t.co/vtWPJD9JCG",,,nan,Danger is reportedly  normalised  on the 140 000 farms in Ireland  ,negative,0.254,0.746,0.0,-0.5267
3616,RT @PamCameronDUP: 🐾 I fully support the extensive preparatory work by my party colleague @RobinNewton4MLA MBE to introduce #LucysLaw in No…,,,['LucysLaw'],   I fully support the extensive preparatory work by my party colleague   MBE to introduce  LucysLaw in No ,positive,0.105,0.622,0.272,0.5413
3617,"@lisaocarroll Which areas did you cover and Northern Ireland is more than just Belfast.
Ask the farming community.",,,nan,  Which areas did you cover and Northern Ireland is more than just Belfast  Ask the farming community ,neutral,0.0,1.0,0.0,0.0
3618,"@sarahmaintains Ya, according to the CSO of he vast majority of people in “rural Ireland” are actually in urban pro… https://t.co/zCXO0kQpG2",,,nan,  Ya  according to the CSO of he vast majority of people in  rural Ireland  are actually in urban pro   ,neutral,0.0,1.0,0.0,0.0
3619,"The farm remains the most dangerous workplace in Ireland. #gullionltd #lossassessor #insuranceclaim #local
https://t.co/WnBBZWLQzj",,,"['gullionltd', 'lossassessor', 'insuranceclaim', 'local']",The farm remains the most dangerous workplace in Ireland   gullionltd  lossassessor  insuranceclaim  local  ,negative,0.22,0.78,0.0,-0.5256
3620,"Solve the housing crisis by building with timber we grow ourselves: Timber is a convenient, cost-effective, sustain… https://t.co/tQKoQEYGvD",,,nan,Solve the housing crisis by building with timber we grow ourselves  Timber is a convenient  cost effective  sustain   ,positive,0.178,0.609,0.213,-0.0516
3621,RT @sussed11: What a county and what a country! The sun is shining and Wicklow is sparkling. We are so lucky to be based here in the Garden…,,,nan, What a county and what a country  The sun is shining and Wicklow is sparkling  We are so lucky to be based here in the Garden ,positive,0.0,0.791,0.209,0.7019
3622,"The spokesperson added that an increased amount of farm thefts occur in Ireland in spring and autumn, which they su… https://t.co/tYReD2jLvV",,,nan,The spokesperson added that an increased amount of farm thefts occur in Ireland in spring and autumn  which they su   ,positive,0.0,0.9,0.1,0.2732
3623,"“Whether it was the tribe I lived with in Amazon, the hunters I worked with Equatorial Guinea or the farmers I have… https://t.co/UoDAogHduC",,,nan, Whether it was the tribe I lived with in Amazon  the hunters I worked with Equatorial Guinea or the farmers I have   ,positive,0.0,0.914,0.086,0.1779
3624,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3625,RT @organictrust: 380! That's how many farmers have joined the #Organic #Farming Scheme this year. An almost 20% increase in applications c…,,,"['Organic', 'Farming']", 380  That s how many farmers have joined the  Organic  Farming Scheme this year  An almost 20  increase in applications c ,positive,0.0,0.899,0.101,0.2551
3626,"DLF Grazer looking extremely palatable -as it says on the tin 😀

Our 5 Star Grazing varieties have been researched… https://t.co/WbjTR3JtfE",,,nan,DLF Grazer looking extremely palatable  as it says on the tin    Our 5 Star Grazing varieties have been researched   ,positive,0.0,0.855,0.145,0.4391
3627,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3628,"RT @ECOWARRIORSS: Despite climate and bio diversity crisis 
Disgust as left and right join forces to torpedo attempts to save Ireland last…",,,nan, Despite climate and bio diversity crisis  Disgust as left and right join forces to torpedo attempts to save Ireland last ,negative,0.272,0.544,0.184,-0.5574
3629,"RT @ECOWARRIORSS: Despite climate and bio diversity crisis 
Disgust as left and right join forces to torpedo attempts to save Ireland last…",,,nan, Despite climate and bio diversity crisis  Disgust as left and right join forces to torpedo attempts to save Ireland last ,negative,0.272,0.544,0.184,-0.5574
3630,Ireland divided. Half land/sharing (HNV farming West Coast. Half sparing (a few hedges) in dairy country. https://t.co/2Soib4VBgT,,,nan,Ireland divided  Half land sharing  HNV farming West Coast  Half sparing  a few hedges  in dairy country   ,positive,0.0,0.843,0.157,0.4215
3631,👏 https://t.co/zsd2AD19OJ,,,nan,   ,neutral,0.0,0.0,0.0,0.0
3632,RT @UKFarmingUnions: Great to meet with @ColmMarkey on key issues for farmers in Northern Ireland alongside Ulster Farmers Union President…,,,nan, Great to meet with   on key issues for farmers in Northern Ireland alongside Ulster Farmers Union President ,positive,0.0,0.796,0.204,0.6249
3633,"RT @ECOWARRIORSS: Despite climate and bio diversity crisis 
Disgust as left and right join forces to torpedo attempts to save Ireland last…",,,nan, Despite climate and bio diversity crisis  Disgust as left and right join forces to torpedo attempts to save Ireland last ,negative,0.272,0.544,0.184,-0.5574
3634,"Working in farming in Ireland

Please take the opportunity to fill out this survey on mental health 

#mentalhealth… https://t.co/GlH2ENdPn2",,,['mentalhealth'],Working in farming in Ireland  Please take the opportunity to fill out this survey on mental health    mentalhealth   ,positive,0.0,0.758,0.242,0.6249
3635,"RT @ECOWARRIORSS: Despite climate and bio diversity crisis 
Disgust as left and right join forces to torpedo attempts to save Ireland last…",,,nan, Despite climate and bio diversity crisis  Disgust as left and right join forces to torpedo attempts to save Ireland last ,negative,0.272,0.544,0.184,-0.5574
3636,"RT @ECOWARRIORSS: Despite climate and bio diversity crisis 
Disgust as left and right join forces to torpedo attempts to save Ireland last…",,,nan, Despite climate and bio diversity crisis  Disgust as left and right join forces to torpedo attempts to save Ireland last ,negative,0.272,0.544,0.184,-0.5574
3637,@DMc________ @Independent_ie Unfortunately the majority of farming in Ireland &amp; elsewhere has a hugely negative impact on the environment.,,,nan,            ie Unfortunately the majority of farming in Ireland  amp  elsewhere has a hugely negative impact on the environment ,negative,0.299,0.701,0.0,-0.7501
3638,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3639,"@dubinthecity @Niall_Boylan Yes, they're cutting down Brazil trees to increase farming.. a country that has the 2nd… https://t.co/Y9mAxOypVM",,,nan,    Boylan Yes  they re cutting down Brazil trees to increase farming   a country that has the 2nd   ,positive,0.077,0.667,0.256,0.5423
3640,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3641,"RT @WSjp_insight: #Ireland #ROI economy,technology #StPatricksDay2018,#StPatricksDayParade (w a bit Jp)
#InsituteOfTechnology,regions(count…",,,"['Ireland', 'ROI', 'StPatricksDay2018', 'StPatricksDayParade', 'InsituteOfTechnology']",  Ireland  ROI economy technology  StPatricksDay2018  StPatricksDayParade  w a bit Jp   InsituteOfTechnology regions count ,positive,0.0,0.847,0.153,0.2023
3642,RT @PamCameronDUP: 🐾 I fully support the extensive preparatory work by my party colleague @RobinNewton4MLA MBE to introduce #LucysLaw in No…,,,['LucysLaw'],   I fully support the extensive preparatory work by my party colleague   MBE to introduce  LucysLaw in No ,positive,0.105,0.622,0.272,0.5413
3643,“The minister has to realise that the savage global increase in the cost of fuels in the past six months makes fuel… https://t.co/ACh9sx8Z8S,,,nan, The minister has to realise that the savage global increase in the cost of fuels in the past six months makes fuel   ,negative,0.119,0.791,0.091,-0.1779
3644,"At that drinks reception I met ag trade attaches from Ireland, Germany, NZ, France, Lithuania even had two! The UK… https://t.co/yfhndGfdaF",,,nan,At that drinks reception I met ag trade attaches from Ireland  Germany  NZ  France  Lithuania even had two  The UK   ,neutral,0.0,1.0,0.0,0.0
3645,RT @PamCameronDUP: 🐾 I fully support the extensive preparatory work by my party colleague @RobinNewton4MLA MBE to introduce #LucysLaw in No…,,,['LucysLaw'],   I fully support the extensive preparatory work by my party colleague   MBE to introduce  LucysLaw in No ,positive,0.105,0.622,0.272,0.5413
3646,"""All in the April morning,
April airs were abroad;
The sheep with their little lambs
Pass’d me by on the road.""

Ka… https://t.co/nMCvkt2yLS",,,nan, All in the April morning  April airs were abroad  The sheep with their little lambs Pass d me by on the road    Ka   ,neutral,0.0,1.0,0.0,0.0
3647,https://t.co/jwxf6rcvFB,,,nan, ,neutral,0.0,0.0,0.0,0.0
3648,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3649,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3650,May Bank Holiday 2022 weather: This is how hot it will be in Northern Ireland https://t.co/U9anuP5gSA,,,nan,May Bank Holiday 2022 weather  This is how hot it will be in Northern Ireland  ,positive,0.0,0.838,0.162,0.4019
3651,"The number of sheep slaughtered during the period January to March 2022 increased by 12.0%
https://t.co/2tbwCedVAI… https://t.co/egglMi5LJi",,,nan,The number of sheep slaughtered during the period January to March 2022 increased by 12 0     ,positive,0.0,0.793,0.207,0.34
3652,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3653,"@EuroGuido Brexit what a joke trying to justify proves what a disaster it is to fishing, farming N Ireland to name… https://t.co/5UGjfUIeW1",,,nan,  Brexit what a joke trying to justify proves what a disaster it is to fishing  farming N Ireland to name   ,negative,0.192,0.704,0.103,-0.4404
3654,"RT @Dermopj: Another arsehole TD from Dublinland talking pure shit about rural Ireland 

‘We need to stop burning turf and driving petrol a…",,,nan, Another **** TD from Dublinland talking pure **** about rural Ireland    We need to stop burning turf and driving petrol a ,negative,0.244,0.756,0.0,-0.7003
3655,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3656,Where is there agricultural land for sale in Ireland? https://t.co/nLfeG1u4wO,,,nan,Where is there agricultural land for sale in Ireland   ,neutral,0.0,1.0,0.0,0.0
3657,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3658,@AlexDaviesJones @PETAUK @FOAWales @CAWGWales @LabourDefra What about the laws they promised here? Ban puppy farmin… https://t.co/pvkIpOdcDp,,,nan,          What about the laws they promised here  Ban puppy farmin   ,negative,0.255,0.567,0.177,-0.2732
3659,"@MoistMurderer @Niall_Boylan Niall explained it after having Mattie Grath on today,Ireland has signed up to net zer… https://t.co/7ltmvR8FMJ",,,nan,    Boylan Niall explained it after having Mattie Grath on today Ireland has signed up to net zer   ,neutral,0.0,1.0,0.0,0.0
3660,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3661,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3662,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3663,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3664,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3665,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3666,RT @sussed11: What a county and what a country! The sun is shining and Wicklow is sparkling. We are so lucky to be based here in the Garden…,,,nan, What a county and what a country  The sun is shining and Wicklow is sparkling  We are so lucky to be based here in the Garden ,positive,0.0,0.791,0.209,0.7019
3667,RT @sinebrien: @ClimateHuman I would add the dairy industry to the list. Dairy industry in Ireland is more damaging to environment than any…,,,nan,   I would add the dairy industry to the list  Dairy industry in Ireland is more damaging to environment than any ,negative,0.166,0.834,0.0,-0.5563
3668,@aspiringpeasant Have you found @ZwartblesIE Suzzana is a regenerative farmer in Ireland who raises Zwartables shee… https://t.co/WSWgjsbATy,,,nan,  Have you found   Suzzana is a regenerative farmer in Ireland who raises Zwartables shee   ,neutral,0.0,1.0,0.0,0.0
3669,"@TendentiousG @TheWand36470391 @FavoriteTeach11 Your ancestors helped my poor, Irish farming ancestors while they w… https://t.co/YeZ8dQdo0h",,,nan,      Your ancestors helped my poor  Irish farming ancestors while they w   ,negative,0.256,0.744,0.0,-0.4767
3670,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3671,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3672,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3673,RT @Biggyfin: @pippa_hackett @npwsBioData @agriculture_ie @BirdWatchIE @ireland_farming @forum_wetlands @CurlewEIP @RickyWhelan There are a…,,,nan,   hackett     ie     farming   wetlands     There are a ,neutral,0.0,1.0,0.0,0.0
3674,"Land in Ireland: Farms for sale for up to €17,500/acre - Thats Farming https://t.co/rnJaK4eDaI",,,nan,Land in Ireland  Farms for sale for up to  17 500 acre   Thats Farming  ,neutral,0.0,1.0,0.0,0.0
3675,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3676,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3677,RT @sussed11: What a county and what a country! The sun is shining and Wicklow is sparkling. We are so lucky to be based here in the Garden…,,,nan, What a county and what a country  The sun is shining and Wicklow is sparkling  We are so lucky to be based here in the Garden ,positive,0.0,0.791,0.209,0.7019
3678,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3679,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3680,@Sarah_McKinley_ @ClareBaileyGPNI @GreenPartyNI @newsoncool @newsondowntown Please ask her how she can justify dest… https://t.co/SSGEoODdzY,,,nan,  McKinley          Please ask her how she can justify dest   ,positive,0.0,0.777,0.223,0.3182
3681,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3682,RT @contracts2_0: What does it take to preserve traditional &amp; #biodiversity-friendly #farming practices with #results-based payments? Check…,,,"['biodiversity', 'farming', 'results']", What does it take to preserve traditional  amp   biodiversity friendly  farming practices with  results based payments  Check ,positive,0.0,0.833,0.167,0.4939
3683,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3684,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3685,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3686,"RT @FurFreeAlliance: Big win for animals! Republic of Ireland passes law to ban fur farming.

Ireland becomes the 17th country in Europe to…",,,nan, Big win for animals  Republic of Ireland passes law to ban fur farming   Ireland becomes the 17th country in Europe to ,positive,0.136,0.72,0.144,0.0516
3687,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3688,"Land guiding at up to €17,500/acre 
https://t.co/0uTSZfsekV",,,nan,Land guiding at up to  17 500 acre   ,neutral,0.0,1.0,0.0,0.0
3689,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3690,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3691,RT @contracts2_0: What does it take to preserve traditional &amp; #biodiversity-friendly #farming practices with #results-based payments? Check…,,,"['biodiversity', 'farming', 'results']", What does it take to preserve traditional  amp   biodiversity friendly  farming practices with  results based payments  Check ,positive,0.0,0.833,0.167,0.4939
3692,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3693,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3694,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3695,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3696,RT @contracts2_0: What does it take to preserve traditional &amp; #biodiversity-friendly #farming practices with #results-based payments? Check…,,,"['biodiversity', 'farming', 'results']", What does it take to preserve traditional  amp   biodiversity friendly  farming practices with  results based payments  Check ,positive,0.0,0.833,0.167,0.4939
3697,RT @contracts2_0: What does it take to preserve traditional &amp; #biodiversity-friendly #farming practices with #results-based payments? Check…,,,"['biodiversity', 'farming', 'results']", What does it take to preserve traditional  amp   biodiversity friendly  farming practices with  results based payments  Check ,positive,0.0,0.833,0.167,0.4939
3698,RT @contracts2_0: What does it take to preserve traditional &amp; #biodiversity-friendly #farming practices with #results-based payments? Check…,,,"['biodiversity', 'farming', 'results']", What does it take to preserve traditional  amp   biodiversity friendly  farming practices with  results based payments  Check ,positive,0.0,0.833,0.167,0.4939
3699,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
